county,state,id,price
Lancaster County,Nebraska,31109,207198
Lincoln County,Nebraska,31111,145801
Logan County,Nebraska,31113,115364
Loup County,Nebraska,31115,117665
Madison County,Nebraska,31119,153122
McPherson County,Nebraska,31117,107415
Merrick County,Nebraska,31121,120699
Morrill County,Nebraska,31123,99989
Nance County,Nebraska,31125,81895
Nemaha County,Nebraska,31127,111181
Nuckolls County,Nebraska,31129,71436
Otoe County,Nebraska,31131,150507
Pawnee County,Nebraska,31133,74365
Perkins County,Nebraska,31135,123836
Phelps County,Nebraska,31137,140153
Pierce County,Nebraska,31139,138793
Platte County,Nebraska,31141,156573
Polk County,Nebraska,31143,112227
Red Willow County,Nebraska,31145,114005
Richardson County,Nebraska,31147,72377
Rock County,Nebraska,31149,100617
Saline County,Nebraska,31151,103859
Sarpy County,Nebraska,31153,231666
Saunders County,Nebraska,31155,174460
Scotts Bluff County,Nebraska,31157,133982
Seward County,Nebraska,31159,176459
Sheridan County,Nebraska,31161,75620
Sherman County,Nebraska,31163,92773
Sioux County,Nebraska,31165,123104
Stanton County,Nebraska,31167,124987
Thayer County,Nebraska,31169,74678
Thomas County,Nebraska,31171,124778
Thurston County,Nebraska,31173,83464
Valley County,Nebraska,31175,115469
Washington County,Nebraska,31177,206592
Wayne County,Nebraska,31179,143500
Webster County,Nebraska,31181,82000
Wheeler County,Nebraska,31183,102290
York County,Nebraska,31185,141408
Carson City,Nevada,32510,292568
Churchill County,Nevada,32001,203674
Clark County,Nevada,32003,329818
Douglas County,Nevada,32005,402881
Elko County,Nevada,32007,226009
Esmeralda County,Nevada,32009,69132
Eureka County,Nevada,32011,127735
Humboldt County,Nevada,32013,192081
Lander County,Nevada,32015,191336
Lincoln County,Nevada,32017,149857
Lyon County,Nevada,32019,228561
Mineral County,Nevada,32021,105187
Nye County,Nevada,32023,173681
Pershing County,Nevada,32027,120184
Storey County,Nevada,32029,256701
Washoe County,Nevada,32031,408888
White Pine County,Nevada,32033,163896
Belknap County,New Hampshire,33001,245722
Carroll County,New Hampshire,33003,263405
Cheshire County,New Hampshire,33005,222831
Coos County,New Hampshire,33007,138863
Grafton County,New Hampshire,33009,238670
Hillsborough County,New Hampshire,33011,318908
Merrimack County,New Hampshire,33013,273711
Rockingham County,New Hampshire,33015,379346
Strafford County,New Hampshire,33017,274855
Sullivan County,New Hampshire,33019,188332
Atlantic County,New Jersey,34001,230174
Bergen County,New Jersey,34003,494967
Burlington County,New Jersey,34005,276555
Camden County,New Jersey,34007,217640
Cape May County,New Jersey,34009,344134
Cumberland County,New Jersey,34011,179389
Essex County,New Jersey,34013,413488
Gloucester County,New Jersey,34015,234819
Hudson County,New Jersey,34017,435381
Hunterdon County,New Jersey,34019,437446
Mercer County,New Jersey,34021,304938
Middlesex County,New Jersey,34023,370735
Monmouth County,New Jersey,34025,459546
Morris County,New Jersey,34027,496722
Ocean County,New Jersey,34029,301648
Passaic County,New Jersey,34031,371870
Salem County,New Jersey,34033,193715
Somerset County,New Jersey,34035,455208
Sussex County,New Jersey,34037,288739
Union County,New Jersey,34039,392524
Warren County,New Jersey,34041,280642
Bernalillo County,New Mexico,35001,226649
Catron County,New Mexico,35003,185227
Chaves County,New Mexico,35005,104969
Cibola County,New Mexico,35006,89129
Colfax County,New Mexico,35007,110672
Curry County,New Mexico,35009,132003
De Baca County,New Mexico,35011,112256
Doña Ana County,New Mexico,35013,167060
Eddy County,New Mexico,35015,164634
Grant County,New Mexico,35017,132109
Guadalupe County,New Mexico,35019,89762
Harding County,New Mexico,35021,108137
Hidalgo County,New Mexico,35023,90818
Lea County,New Mexico,35025,156186
Lincoln County,New Mexico,35027,204763
Los Alamos County,New Mexico,35028,319765
Luna County,New Mexico,35029,91769
McKinley County,New Mexico,35031,60616
Mora County,New Mexico,35033,118592
Otero County,New Mexico,35035,125773
Quay County,New Mexico,35037,76773
Rio Arriba County,New Mexico,35039,176673
Roosevelt County,New Mexico,35041,124822
San Juan County,New Mexico,35045,162627
San Miguel County,New Mexico,35047,142564
Sandoval County,New Mexico,35043,234172
Santa Fe County,New Mexico,35049,332527
Sierra County,New Mexico,35051,123977
Socorro County,New Mexico,35053,131053
Taos County,New Mexico,35055,252918
Torrance County,New Mexico,35057,122836
Union County,New Mexico,35059,92930
Valencia County,New Mexico,35061,172916
Albany County,New York,36001,248417
Allegany County,New York,36003,82632
Bronx County,New York,36005,482161
Broome County,New York,36007,129140
Cattaraugus County,New York,36009,101343
Cayuga County,New York,36011,143200
Chautauqua County,New York,36013,102749
Chemung County,New York,36015,109252
Chenango County,New York,36017,106426
Clinton County,New York,36019,164398
Columbia County,New York,36021,252654
Cortland County,New York,36023,133898
Delaware County,New York,36025,150662
Dutchess County,New York,36027,310011
Erie County,New York,36029,178055
Essex County,New York,36031,166129
Franklin County,New York,36033,117566
Fulton County,New York,36035,118540
Genesee County,New York,36037,129572
Greene County,New York,36039,190681
Hamilton County,New York,36041,179540
Herkimer County,New York,36043,107984
Jefferson County,New York,36045,162884
Kings County,New York,36047,819540
Lewis County,New York,36049,130005
Livingston County,New York,36051,151278
Madison County,New York,36053,151223
Monroe County,New York,36055,167895
Montgomery County,New York,36057,113997
Nassau County,New York,36059,579750
New York County,New York,36061,1165180
Niagara County,New York,36063,146855
Oneida County,New York,36065,148694
Onondaga County,New York,36067,163824
Ontario County,New York,36069,177282
Orange County,New York,36071,314711
Orleans County,New York,36073,106175
Oswego County,New York,36075,114817
Otsego County,New York,36077,158342
Putnam County,New York,36079,374555
Queens County,New York,36081,640369
Rensselaer County,New York,36083,213322
Richmond County,New York,36085,605671
Rockland County,New York,36087,484124
Saratoga County,New York,36091,288904
Schenectady County,New York,36093,194188
Schoharie County,New York,36095,153067
Schuyler County,New York,36097,143957
Seneca County,New York,36099,115836
St. Lawrence County,New York,36089,110104
Steuben County,New York,36101,115295
Suffolk County,New York,36103,444572
Sullivan County,New York,36105,187219
Tioga County,New York,36107,131001
Tompkins County,New York,36109,220328
Ulster County,New York,36111,263746
Warren County,New York,36113,225264
Washington County,New York,36115,164129
Wayne County,New York,36117,133798
Westchester County,New York,36119,577685
Wyoming County,New York,36121,125354
Yates County,New York,36123,147418
Alamance County,North Carolina,37001,174132
Alexander County,North Carolina,37003,145793
Alleghany County,North Carolina,37005,148635
Anson County,North Carolina,37007,97582
Ashe County,North Carolina,37009,162882
Avery County,North Carolina,37011,153101
Beaufort County,North Carolina,37013,141193
Bertie County,North Carolina,37015,87395
Bladen County,North Carolina,37017,101323
Brunswick County,North Carolina,37019,254897
Buncombe County,North Carolina,37021,289678
Burke County,North Carolina,37023,151454
Cabarrus County,North Carolina,37025,269422
Caldwell County,North Carolina,37027,140025
Camden County,North Carolina,37029,221996
Carteret County,North Carolina,37031,240390
Caswell County,North Carolina,37033,119929
Catawba County,North Carolina,37035,164057
Chatham County,North Carolina,37037,312606
Cherokee County,North Carolina,37039,169155
Chowan County,North Carolina,37041,139386
Clay County,North Carolina,37043,191695
Cleveland County,North Carolina,37045,143001
Columbus County,North Carolina,37047,94519
Craven County,North Carolina,37049,162457
Cumberland County,North Carolina,37051,146991
Currituck County,North Carolina,37053,271907
Dare County,North Carolina,37055,307265
Davidson County,North Carolina,37057,164477
Davie County,North Carolina,37059,183732
Duplin County,North Carolina,37061,95901
Durham County,North Carolina,37063,261451
Edgecombe County,North Carolina,37065,89820
Forsyth County,North Carolina,37067,181178
Franklin County,North Carolina,37069,181893
Gaston County,North Carolina,37071,177831
Gates County,North Carolina,37073,157035
Graham County,North Carolina,37075,130029
Granville County,North Carolina,37077,165859
Greene County,North Carolina,37079,93461
Guilford County,North Carolina,37081,194269
Halifax County,North Carolina,37083,91754
Harnett County,North Carolina,37085,174790
Haywood County,North Carolina,37087,189017
Henderson County,North Carolina,37089,265381
Hertford County,North Carolina,37091,94200
Hoke County,North Carolina,37093,149787
Hyde County,North Carolina,37095,150443
Iredell County,North Carolina,37097,222877
Jackson County,North Carolina,37099,208494
Johnston County,North Carolina,37101,212753
Jones County,North Carolina,37103,94625
Lee County,North Carolina,37105,153314
Lenoir County,North Carolina,37107,101536
Lincoln County,North Carolina,37109,216350
Macon County,North Carolina,37113,176066
Madison County,North Carolina,37115,204584
Martin County,North Carolina,37117,98346
McDowell County,North Carolina,37111,126734
Mecklenburg County,North Carolina,37119,290500
Mitchell County,North Carolina,37121,167348
Montgomery County,North Carolina,37123,125139
Moore County,North Carolina,37125,247194
Nash County,North Carolina,37127,136145
New Hanover County,North Carolina,37129,285252
Northampton County,North Carolina,37131,88565
Onslow County,North Carolina,37133,169818
Orange County,North Carolina,37135,359350
Pamlico County,North Carolina,37137,165859
Pasquotank County,North Carolina,37139,173408
Pender County,North Carolina,37141,210158
Perquimans County,North Carolina,37143,183190
Person County,North Carolina,37145,129307
Pitt County,North Carolina,37147,164242
Polk County,North Carolina,37149,239964
Randolph County,North Carolina,37151,138294
Richmond County,North Carolina,37153,88458
Robeson County,North Carolina,37155,78252
Rockingham County,North Carolina,37157,120662
Rowan County,North Carolina,37159,169806
Rutherford County,North Carolina,37161,135771
Sampson County,North Carolina,37163,94944
Scotland County,North Carolina,37165,90904
Stanly County,North Carolina,37167,147679
Stokes County,North Carolina,37169,145836
Surry County,North Carolina,37171,143638
Swain County,North Carolina,37173,147891
Transylvania County,North Carolina,37175,235924
Tyrrell County,North Carolina,37177,122055
Union County,North Carolina,37179,292747
Vance County,North Carolina,37181,107809
Wake County,North Carolina,37183,333664
Warren County,North Carolina,37185,100579
Washington County,North Carolina,37187,90797
Watauga County,North Carolina,37189,253042
Wayne County,North Carolina,37191,122981
Wilkes County,North Carolina,37193,146828
Wilson County,North Carolina,37195,146934
Yadkin County,North Carolina,37197,141685
Yancey County,North Carolina,37199,167029
Adams County,North Dakota,38001,123990
Barnes County,North Dakota,38003,144655
Benson County,North Dakota,38005,79898
Billings County,North Dakota,38007,203989
Bottineau County,North Dakota,38009,153555
Bowman County,North Dakota,38011,152020
Burke County,North Dakota,38013,117033
Burleigh County,North Dakota,38015,281853
Cass County,North Dakota,38017,249804
Cavalier County,North Dakota,38019,106905
Dickey County,North Dakota,38021,120818
Divide County,North Dakota,38023,154680
Dunn County,North Dakota,38025,196931
Eddy County,North Dakota,38027,89719
Emmons County,North Dakota,38029,99233
Foster County,North Dakota,38031,146803
Golden Valley County,North Dakota,38033,118874
Grand Forks County,North Dakota,38035,218053
Grant County,North Dakota,38037,83683
Griggs County,North Dakota,38039,99846
Hettinger County,North Dakota,38041,113759
Kidder County,North Dakota,38043,117033
LaMoure County,North Dakota,38045,110179
Logan County,North Dakota,38047,88798
McHenry County,North Dakota,38049,119795
McIntosh County,North Dakota,38051,78875
McKenzie County,North Dakota,38053,244092
McLean County,North Dakota,38055,178414
Mercer County,North Dakota,38057,181892
Morton County,North Dakota,38059,213566
Mountrail County,North Dakota,38061,169514
Nelson County,North Dakota,38063,86240
Oliver County,North Dakota,38065,194987
Pembina County,North Dakota,38067,95447
Pierce County,North Dakota,38069,131560
Ramsey County,North Dakota,38071,168491
Ransom County,North Dakota,38073,124501
Renville County,North Dakota,38075,137800
Richland County,North Dakota,38077,130844
Rolette County,North Dakota,38079,85933
Sargent County,North Dakota,38081,112736
Sheridan County,North Dakota,38083,86343
Sioux County,North Dakota,38085,85729
Slope County,North Dakota,38087,104143
Stark County,North Dakota,38089,244501
Steele County,North Dakota,38091,87263
Stutsman County,North Dakota,38093,159079
Towner County,North Dakota,38095,71816
Traill County,North Dakota,38097,154066
Walsh County,North Dakota,38099,93197
Ward County,North Dakota,38101,225575
Wells County,North Dakota,38103,96982
Williams County,North Dakota,38105,253094
Adams County,Ohio,39001,112802
Allen County,Ohio,39003,137336
Ashland County,Ohio,39005,137547
Ashtabula County,Ohio,39007,137333
Athens County,Ohio,39009,155758
Auglaize County,Ohio,39011,157794
Belmont County,Ohio,39013,108706
Brown County,Ohio,39015,141157
Butler County,Ohio,39017,206404
Carroll County,Ohio,39019,135270
Champaign County,Ohio,39021,142261
Clark County,Ohio,39023,128529
Clermont County,Ohio,39025,207151
Clinton County,Ohio,39027,137547
Columbiana County,Ohio,39029,124371
Coshocton County,Ohio,39031,106267
Crawford County,Ohio,39033,94698
Cuyahoga County,Ohio,39035,153514
Darke County,Ohio,39037,132084
Defiance County,Ohio,39039,128442
Delaware County,Ohio,39041,363476
Fairfield County,Ohio,39045,228217
Fayette County,Ohio,39047,121586
Franklin County,Ohio,39049,218471
Fulton County,Ohio,39051,146981
Gallia County,Ohio,39053,118051
Geauga County,Ohio,39055,278493
Greene County,Ohio,39057,203671
Guernsey County,Ohio,39059,122871
Hamilton County,Ohio,39061,183696
Hancock County,Ohio,39063,174291
Hardin County,Ohio,39065,112802
Harrison County,Ohio,39067,99304
Henry County,Ohio,39069,134119
Highland County,Ohio,39071,125764
Hocking County,Ohio,39073,142261
Holmes County,Ohio,39075,223568
Huron County,Ohio,39077,133477
Jackson County,Ohio,39079,104339
Jefferson County,Ohio,39081,105371
Knox County,Ohio,39083,166578
Lake County,Ohio,39085,175935
Lawrence County,Ohio,39087,111327
Licking County,Ohio,39089,207976
Logan County,Ohio,39091,141297
Lorain County,Ohio,39093,175935
Lucas County,Ohio,39095,132092
Madison County,Ohio,39097,178311
Mahoning County,Ohio,39099,116511
Marion County,Ohio,39101,126621
Medina County,Ohio,39103,224639
Meigs County,Ohio,39105,101768
Mercer County,Ohio,39107,164757
Miami County,Ohio,39109,175279
Monroe County,Ohio,39111,117837
Montgomery County,Ohio,39113,134888
Morgan County,Ohio,39115,107017
Morrow County,Ohio,39117,163639
Muskingum County,Ohio,39119,141082
Noble County,Ohio,39121,107660
Ottawa County,Ohio,39123,161658
Paulding County,Ohio,39125,103910
Perry County,Ohio,39127,122229
Pickaway County,Ohio,39129,174884
Pike County,Ohio,39131,125442
Portage County,Ohio,39133,172034
Preble County,Ohio,39135,134031
Putnam County,Ohio,39137,166899
Richland County,Ohio,39139,126597
Ross County,Ohio,39141,136690
Sandusky County,Ohio,39143,123621
Scioto County,Ohio,39145,123300
Seneca County,Ohio,39147,114087
Shelby County,Ohio,39149,155973
Stark County,Ohio,39151,154625
Summit County,Ohio,39153,166271
Trumbull County,Ohio,39155,107024
Tuscarawas County,Ohio,39157,156508
Union County,Ohio,39159,218257
Van Wert County,Ohio,39161,112373
Vinton County,Ohio,39163,98019
Warren County,Ohio,39165,266855
Washington County,Ohio,39167,139981
Wayne County,Ohio,39169,172577
Williams County,Ohio,39171,112909
Wood County,Ohio,39173,183886
Wyandot County,Ohio,39175,130906
Adair County,Oklahoma,40001,91389
Alfalfa County,Oklahoma,40003,89406
Atoka County,Oklahoma,40005,107350
Beaver County,Oklahoma,40007,105577
Beckham County,Oklahoma,40009,133953
Blaine County,Oklahoma,40011,88780
Bryan County,Oklahoma,40013,122477
Caddo County,Oklahoma,40015,88572
Canadian County,Oklahoma,40017,176385
Carter County,Oklahoma,40019,117887
Cherokee County,Oklahoma,40021,123103
Choctaw County,Oklahoma,40023,100986
Cimarron County,Oklahoma,40025,58944
Cleveland County,Oklahoma,40027,180986
Coal County,Oklahoma,40029,87424
Comanche County,Oklahoma,40031,139068
Cotton County,Oklahoma,40033,80017
Craig County,Oklahoma,40035,113714
Creek County,Oklahoma,40037,140769
Custer County,Oklahoma,40039,148663
Delaware County,Oklahoma,40041,122999
Dewey County,Oklahoma,40043,101925
Ellis County,Oklahoma,40045,93684
Garfield County,Oklahoma,40047,117470
Garvin County,Oklahoma,40049,102760
Grady County,Oklahoma,40051,140418
Grant County,Oklahoma,40053,84503
Greer County,Oklahoma,40055,79808
Harmon County,Oklahoma,40057,69376
Harper County,Oklahoma,40059,80539
Haskell County,Oklahoma,40061,100256
Hughes County,Oklahoma,40063,76261
Jackson County,Oklahoma,40065,111106
Jefferson County,Oklahoma,40067,69272
Johnston County,Oklahoma,40069,84294
Kay County,Oklahoma,40071,96083
Kingfisher County,Oklahoma,40073,150958
Kiowa County,Oklahoma,40075,65620
Latimer County,Oklahoma,40077,90763
Le Flore County,Oklahoma,40079,94540
Lincoln County,Oklahoma,40081,115848
Logan County,Oklahoma,40083,177222
Love County,Oklahoma,40085,116531
Major County,Oklahoma,40093,106203
Marshall County,Oklahoma,40095,93579
Mayes County,Oklahoma,40097,117678
McClain County,Oklahoma,40087,185586
McCurtain County,Oklahoma,40089,86903
McIntosh County,Oklahoma,40091,105264
Murray County,Oklahoma,40099,132492
Muskogee County,Oklahoma,40101,100673
Noble County,Oklahoma,40103,107976
Nowata County,Oklahoma,40105,91493
Okfuskee County,Oklahoma,40107,84920
Oklahoma County,Oklahoma,40109,171889
Okmulgee County,Oklahoma,40111,89248
Osage County,Oklahoma,40113,123944
Ottawa County,Oklahoma,40115,90032
Pawnee County,Oklahoma,40117,97086
Payne County,Oklahoma,40119,176726
Pittsburg County,Oklahoma,40121,111419
Pontotoc County,Oklahoma,40123,134892
Pottawatomie County,Oklahoma,40125,139691
Pushmataha County,Oklahoma,40127,83981
Roger Mills County,Oklahoma,40129,114340
Rogers County,Oklahoma,40131,175779
Seminole County,Oklahoma,40133,77618
Sequoyah County,Oklahoma,40135,102392
Stephens County,Oklahoma,40137,112358
Texas County,Oklahoma,40139,120078
Tillman County,Oklahoma,40141,59256
Tulsa County,Oklahoma,40143,174733
Wagoner County,Oklahoma,40145,173061
Washington County,Oklahoma,40147,125816
Washita County,Oklahoma,40149,88363
Woods County,Oklahoma,40151,111628
Woodward County,Oklahoma,40153,130197
Baker County,Oregon,41001,187223
Benton County,Oregon,41003,410429
Clackamas County,Oregon,41005,467183
Clatsop County,Oregon,41007,307063
Columbia County,Oregon,41009,280056
Coos County,Oregon,41011,214263
Crook County,Oregon,41013,266179
Curry County,Oregon,41015,287054
Deschutes County,Oregon,41017,444964
Douglas County,Oregon,41019,236435
Gilliam County,Oregon,41021,125356
Grant County,Oregon,41023,156614
Harney County,Oregon,41025,131197
Hood River County,Oregon,41027,404081
Jackson County,Oregon,41029,340198
Jefferson County,Oregon,41031,242925
Josephine County,Oregon,41033,317014
Klamath County,Oregon,41035,201500
Lake County,Oregon,41037,158777
Lane County,Oregon,41039,314940
Lincoln County,Oregon,41041,271695
Linn County,Oregon,41043,278184
Malheur County,Oregon,41045,146988
Marion County,Oregon,41047,308419
Morrow County,Oregon,41049,149367
Multnomah County,Oregon,41051,446673
Polk County,Oregon,41053,354891
Sherman County,Oregon,41055,172838
Tillamook County,Oregon,41057,275048
Umatilla County,Oregon,41059,215885
Union County,Oregon,41061,200526
Wallowa County,Oregon,41063,258608
Wasco County,Oregon,41065,230270
Washington County,Oregon,41067,463483
Wheeler County,Oregon,41069,167971
Yamhill County,Oregon,41071,363471
Adams County,Pennsylvania,42001,216522
Allegheny County,Pennsylvania,42003,180306
Armstrong County,Pennsylvania,42005,122112
Beaver County,Pennsylvania,42007,163346
Bedford County,Pennsylvania,42009,143543
Berks County,Pennsylvania,42011,201155
Blair County,Pennsylvania,42013,137708
Bradford County,Pennsylvania,42015,158138
Bucks County,Pennsylvania,42017,362874
Butler County,Pennsylvania,42019,235851
Cambria County,Pennsylvania,42021,101395
Cameron County,Pennsylvania,42023,82429
Carbon County,Pennsylvania,42025,160703
Centre County,Pennsylvania,42027,268777
Chester County,Pennsylvania,42029,399762
Clarion County,Pennsylvania,42031,122752
Clearfield County,Pennsylvania,42033,103851
Clinton County,Pennsylvania,42035,143438
Columbia County,Pennsylvania,42037,177354
Crawford County,Pennsylvania,42039,120336
Cumberland County,Pennsylvania,42041,225050
Dauphin County,Pennsylvania,42043,178086
Delaware County,Pennsylvania,42045,260114
Elk County,Pennsylvania,42047,108366
Erie County,Pennsylvania,42049,152349
Fayette County,Pennsylvania,42051,107166
Forest County,Pennsylvania,42053,100700
Franklin County,Pennsylvania,42055,196885
Fulton County,Pennsylvania,42057,169059
Greene County,Pennsylvania,42059,129052
Huntingdon County,Pennsylvania,42061,143228
Indiana County,Pennsylvania,42063,129367
Jefferson County,Pennsylvania,42065,109101
Juniata County,Pennsylvania,42067,156353
Lackawanna County,Pennsylvania,42069,169714
Lancaster County,Pennsylvania,42071,242366
Lawrence County,Pennsylvania,42073,127267
Lebanon County,Pennsylvania,42075,193010
Lehigh County,Pennsylvania,42077,237417
Luzerne County,Pennsylvania,42079,135019
Lycoming County,Pennsylvania,42081,168365
McKean County,Pennsylvania,42083,84425
Mercer County,Pennsylvania,42085,131541
Mifflin County,Pennsylvania,42087,123802
Monroe County,Pennsylvania,42089,186490
Montgomery County,Pennsylvania,42091,348435
Montour County,Pennsylvania,42093,194365
Northampton County,Pennsylvania,42095,245441
Northumberland County,Pennsylvania,42097,122122
Perry County,Pennsylvania,42099,177876
Philadelphia County,Pennsylvania,42101,193083
Pike County,Pennsylvania,42103,191770
Potter County,Pennsylvania,42105,115086
Schuylkill County,Pennsylvania,42107,114666
Snyder County,Pennsylvania,42109,174414
Somerset County,Pennsylvania,42111,110571
Sullivan County,Pennsylvania,42113,162129
Susquehanna County,Pennsylvania,42115,176094
Tioga County,Pennsylvania,42117,149213
Union County,Pennsylvania,42119,198986
Venango County,Pennsylvania,42121,93875
Warren County,Pennsylvania,42123,102905
Washington County,Pennsylvania,42125,187726
Wayne County,Pennsylvania,42127,190375
Westmoreland County,Pennsylvania,42129,170448
Wyoming County,Pennsylvania,42131,180348
York County,Pennsylvania,42133,201640
Bristol County,Rhode Island,44001,382144
Kent County,Rhode Island,44003,277030
Newport County,Rhode Island,44005,413198
Providence County,Rhode Island,44007,273188
Washington County,Rhode Island,44009,396657
Abbeville County,South Carolina,45001,95485
Aiken County,South Carolina,45003,163228
Allendale County,South Carolina,45005,51739
Anderson County,South Carolina,45007,172917
Bamberg County,South Carolina,45009,79291
Barnwell County,South Carolina,45011,86126
Beaufort County,South Carolina,45013,336617
Berkeley County,South Carolina,45015,227118
Calhoun County,South Carolina,45017,112382
Charleston County,South Carolina,45019,360964
Cherokee County,South Carolina,45021,106737
Chester County,South Carolina,45023,102290
Chesterfield County,South Carolina,45025,85705
Clarendon County,South Carolina,45027,107263
Colleton County,South Carolina,45029,95065
Darlington County,South Carolina,45031,122345
Dillon County,South Carolina,45033,83392
Dorchester County,South Carolina,45035,239132
Edgefield County,South Carolina,45037,135552
Fairfield County,South Carolina,45039,107979
Florence County,South Carolina,45041,142259
Georgetown County,South Carolina,45043,198542
Greenville County,South Carolina,45045,226389
Greenwood County,South Carolina,45047,127980
Hampton County,South Carolina,45049,76031
Horry County,South Carolina,45051,217238
Jasper County,South Carolina,45053,174776
Kershaw County,South Carolina,45055,153896
Lancaster County,South Carolina,45057,248771
Laurens County,South Carolina,45059,122807
Lee County,South Carolina,45061,82866
Lexington County,South Carolina,45063,176854
Marion County,South Carolina,45067,80658
Marlboro County,South Carolina,45069,70983
McCormick County,South Carolina,45065,122511
Newberry County,South Carolina,45071,122301
Oconee County,South Carolina,45073,174881
Orangeburg County,South Carolina,45075,93172
Pickens County,South Carolina,45077,166824
Richland County,South Carolina,45079,184717
Saluda County,South Carolina,45081,113849
Spartanburg County,South Carolina,45083,167368
Sumter County,South Carolina,45085,141646
Union County,South Carolina,45087,84128
Williamsburg County,South Carolina,45089,71824
York County,South Carolina,45091,253051
Aurora County,South Dakota,46003,88796
Beadle County,South Dakota,46005,113531
Bennett County,South Dakota,46007,78551
Bon Homme County,South Dakota,46009,92729
Brookings County,South Dakota,46011,185251
Brown County,South Dakota,46013,172625
Brule County,South Dakota,46015,157929
Buffalo County,South Dakota,46017,50711
Butte County,South Dakota,46019,143854
Campbell County,South Dakota,46021,71203
Charles Mix County,South Dakota,46023,120776
Clark County,South Dakota,46025,105976
Clay County,South Dakota,46027,174178
Codington County,South Dakota,46029,180594
Corson County,South Dakota,46031,60543
Custer County,South Dakota,46033,221888
Davison County,South Dakota,46035,160103
Day County,South Dakota,46037,104010
Deuel County,South Dakota,46039,138162
Dewey County,South Dakota,46041,66649
Douglas County,South Dakota,46043,97697
Edmunds County,South Dakota,46045,122535
Fall River County,South Dakota,46047,133919
Faulk County,South Dakota,46049,88072
Grant County,South Dakota,46051,138369
Gregory County,South Dakota,46053,86313
Haakon County,South Dakota,46055,109081
Hamlin County,South Dakota,46057,162586
Hand County,South Dakota,46059,132884
Hanson County,South Dakota,46061,135368
Harding County,South Dakota,46063,104631
Hughes County,South Dakota,46065,183699
Hutchinson County,South Dakota,46067,97386
Hyde County,South Dakota,46069,91901
Jackson County,South Dakota,46071,54333
Jerauld County,South Dakota,46073,84760
Jones County,South Dakota,46075,79793
Kingsbury County,South Dakota,46077,113738
Lake County,South Dakota,46079,174281
Lawrence County,South Dakota,46081,215161
Lincoln County,South Dakota,46083,241700
Lyman County,South Dakota,46085,106390
Marshall County,South Dakota,46091,123052
McCook County,South Dakota,46087,145569
McPherson County,South Dakota,46089,60957
Meade County,South Dakota,46093,202663
Mellette County,South Dakota,46095,33221
Miner County,South Dakota,46097,79689
Minnehaha County,South Dakota,46099,228390
Moody County,South Dakota,46101,138369
Pennington County,South Dakota,46103,214366
Perkins County,South Dakota,46105,105562
Potter County,South Dakota,46107,105873
Roberts County,South Dakota,46109,107218
Sanborn County,South Dakota,46111,90659
Spink County,South Dakota,46115,85692
Stanley County,South Dakota,46117,169003
Sully County,South Dakota,46119,149132
Todd County,South Dakota,46121,26908
Tripp County,South Dakota,46123,104734
Turner County,South Dakota,46125,129301
Union County,South Dakota,46127,188767
Walworth County,South Dakota,46129,91280
Yankton County,South Dakota,46135,153479
Ziebach County,South Dakota,46137,59715
Anderson County,Tennessee,47001,173427
Bedford County,Tennessee,47003,161809
Benton County,Tennessee,47005,91667
Bledsoe County,Tennessee,47007,144139
Blount County,Tennessee,47009,208177
Bradley County,Tennessee,47011,179486
Campbell County,Tennessee,47013,111799
Cannon County,Tennessee,47015,175350
Carroll County,Tennessee,47017,94558
Carter County,Tennessee,47019,129529
Cheatham County,Tennessee,47021,199639
Chester County,Tennessee,47023,130016
Claiborne County,Tennessee,47025,117796
Clay County,Tennessee,47027,105160
Cocke County,Tennessee,47029,120901
Coffee County,Tennessee,47031,151957
Crockett County,Tennessee,47033,106659
Cumberland County,Tennessee,47035,164058
Davidson County,Tennessee,47037,309366
Decatur County,Tennessee,47039,105802
DeKalb County,Tennessee,47041,159132
Dickson County,Tennessee,47043,175457
Dyer County,Tennessee,47045,111157
Fayette County,Tennessee,47047,220633
Fentress County,Tennessee,47049,118224
Franklin County,Tennessee,47051,149065
Gibson County,Tennessee,47053,105588
Giles County,Tennessee,47055,138892
Grainger County,Tennessee,47057,129089
Greene County,Tennessee,47059,143925
Grundy County,Tennessee,47061,93380
Hamblen County,Tennessee,47063,149465
Hamilton County,Tennessee,47065,234367
Hancock County,Tennessee,47067,109871
Hardeman County,Tennessee,47069,96593
Hardin County,Tennessee,47071,133109
Hawkins County,Tennessee,47073,129237
Haywood County,Tennessee,47075,107837
Henderson County,Tennessee,47077,109229
Henry County,Tennessee,47079,110621
Hickman County,Tennessee,47081,123789
Houston County,Tennessee,47083,111049
Humphreys County,Tennessee,47085,121865
Jackson County,Tennessee,47087,135037
Jefferson County,Tennessee,47089,158570
Johnson County,Tennessee,47091,142533
Knox County,Tennessee,47093,218646
Lake County,Tennessee,47095,87062
Lauderdale County,Tennessee,47097,90060
Lawrence County,Tennessee,47099,120473
Lewis County,Tennessee,47101,102375
Lincoln County,Tennessee,47103,145317
Loudon County,Tennessee,47105,240122
Macon County,Tennessee,47111,122511
Madison County,Tennessee,47113,132469
Marion County,Tennessee,47115,134336
Marshall County,Tennessee,47117,146067
Maury County,Tennessee,47119,224990
McMinn County,Tennessee,47107,142640
McNairy County,Tennessee,47109,105053
Meigs County,Tennessee,47121,146281
Monroe County,Tennessee,47123,143176
Montgomery County,Tennessee,47125,188879
